編碼,客家語,客語音標,華語詞義/例句,翻譯,備註,詞性1,詞性2,分類
15-45,划龍船,paˋ liungˋ fienˋ,"划龍舟。
例如：五月節鹿港有辦划龍船比賽。",端午節鹿港有舉辦划龍舟比賽。,,動詞,,15歲時祭儀、習俗與宗教
15-46,避邪,piaˊ/pidˊ siaˋ,"避邪。
例如：抹草、芙蓉、香茅這兜植物，做下會用避邪。",抹草、芙蓉、香茅這些植物，都可以用來避邪。,,動詞,,15歲時祭儀、習俗與宗教
15-47,普渡,pu^ tu,"普渡。
例如：舊曆七月遐下，真多寺廟會辦普渡活動。",農曆七月時，很多寺廟會舉辦普渡活動。,,名詞,,15歲時祭儀、習俗與宗教
15-48,星宿,senˇ siu^,"星宿、星座。
例如：天崠个星宿恁多，你識幾多個？",天上的星座那麼多，你認識多少個？,,名詞,,15歲時祭儀、習俗與宗教
15-49,肖雞,sioo^ geˇ,"生肖屬雞。另，屬虎為「肖虎」，依此類推。
例如：今年肖雞个行大運。",今年生肖屬雞的會有好運氣。,,動詞,,15歲時祭儀、習俗與宗教
15-50,燒金,shiooˇ gimˇ,"燃燒金箔紙。
例如：為着環保，這下真多人已經攏無燒金啊。",為了環保，現在很多人已經不燒金紙了。,,名詞,,15歲時祭儀、習俗與宗教
15-51,食齋人,shiedˋ zaiˇ nginˋ,"吃齋念佛的修行之人。
例如：食齋人無殺生，你莫恁創治佢，喊佢鬥掣毛啦！",吃齋念佛的人不殺生，你別這樣整他，要他幫忙拔毛啦！,,動詞,,15歲時祭儀、習俗與宗教
15-52,跈拜,tenˋ bai^,"跟著帶頭的人祭拜。
例如：房頭內个長輩渡這恁多代人共下跈拜、燒金。",家族的長輩帶領著這麼多代人一起跟著祭拜、燒金紙。,,名詞,,15歲時祭儀、習俗與宗教
15-53,地理先生,ti li^ sienˇ senˇ,"風水師、勘輿師。
例如：𠊎公係地理先生，專門拁人䀴風水。",我爺爺是堪輿師，專門替人家看風水。,,動詞,,15歲時祭儀、習俗與宗教
15-54,添香油,teemˇ hiongˇ rhiuˋ,"添香油錢。
例如：入廟內添香油，多多少少隨人心意。",進廟裡添香油錢，或多或少隨自己心意。,,名詞,,15歲時祭儀、習俗與宗教
15-55,天公生,teenˇ gungˇ sangˇ,"玉皇大帝的生日。
例如：阿媽講天公生遐日愛得天公歇睏，毋會用炙衫褲。",奶奶說玉皇大帝生日那天要讓天公休息，不可以晒衣服。,,名詞,,15歲時祭儀、習俗與宗教
15-56,輓聯,bban^ lienˋ,"輓聯。
例如：遐幅輓聯面上个字，寫到真靚。",那副輓聯上頭的字，寫得很漂亮。,,名詞,,15歲時祭儀、習俗與宗教
15-57,屋場,bbuˊ chongˋ,"房屋的地理風水。
例如：這坎店會恁鬧熱、恁趁錢，係因為地理屋場好。",這間店會這麼熱鬧、這麼賺錢，是因為房屋的地理風水好。,,名詞,,15歲時祭儀、習俗與宗教
15-58,新娘衫,sinˇ ngiongˋ samˇ,"新娘禮服。
例如：阿姊人瘦肢骨又竳，新娘衫一著靚到毋會講个。",姊姊瘦瘦的人又挺，新娘禮服一穿漂亮得不得了。,,動詞,,15歲時祭儀、習俗與宗教
15-59,相沖,siongˇ cungˇ,"相剋。
例如：算命先生講佢和厥爸命底相沖，毋會用喊阿爸，愛喊阿叔。",命相師說他和他父親命理相剋，不可以叫爸爸，要叫叔叔。,,動詞,,15歲時祭儀、習俗與宗教
15-60,誦經,siung genˇ,"念經。
例如：成過辦喪事，會請和尚來誦經。",以前辦喪事，會請和尚來誦經。,,名詞,,15歲時祭儀、習俗與宗教
15-61,齋堂,zaiˇ tongˋ,"齋堂，信奉佛教之和尚、尼姑所住的庵堂。
例如：阿姊失戀遐站時間，在齋堂蹛真久。",姊姊失戀那段時間，在尼姑庵住很久。,,動詞,,15歲時祭儀、習俗與宗教
15-62,做滿月,zoo^ man^ ngiedˋ,"做彌月。
例如：阿弟做滿月，阿媽親身煮雞酒請人客。",弟弟做彌月，奶奶親自煮雞酒請客人吃。,,動詞,,15歲時祭儀、習俗與宗教
15-63,做尾牙,zoo^ muiˇ ngaˋ,"一年中最後一次做牙，在農曆十二月十六，通常擴大舉行宴請員工及顧客，並結清一年來帳目。
例如：今年公司趁真多錢，做尾牙遐下儕儕都有紅包好提。",今年公司賺不少錢，做尾牙時人人都有紅包拿。,,動詞,,15歲時祭儀、習俗與宗教
15-64,祖塔,zu^ tabˊ,"供放置祖先骨罈的建築。
例如：地理先生講，𠊎屋下个祖塔風水真好，會出𠢕人。",風水師說，我家的祖塔風水很好，會出能人。,,名詞,,15歲時祭儀、習俗與宗教
15-65,此腔無此詞條,,,,,,,
16-1,半截子,ban^ ziedˊ zu^,指一半的部位。例「魚剁半截子來」。,魚剁一半來。,,數/量詞,,16數詞量詞
16-2,板,ban^,座（量詞），「一座橋」會說「一板橋」。,,,名詞,,16數詞量詞
16-3,髀（裡）,bi^ (le^),髀（肢體一片），用於有肢體的動物上。例如「一隻豬分四髀」。,一隻豬分成四塊。,,數/量詞,,16數詞量詞
16-4,座,coo,座（量詞），如「三座屋」。,三座房屋。,,數/量詞,,16數詞量詞
16-5,齣,chidˊ,齣（戲劇或菜色）。,,,數/量詞,,16數詞量詞
16-6,層,cenˋ,層（量詞，指親戚關係）。,,,數/量詞,,16數詞量詞
16-7,盞,zan^,盞（量詞）。,,,數/量詞,,16數詞量詞
16-8,頷,ngam^,階（量詞）。,,,數/量詞,,16數詞量詞
16-9,短節,don^ ziedˊ,短短的一段。如「蔗剁短節短節」。,甘蔗剁成短短的一段一段。,,數/量詞,,16數詞量詞
16-10,擐,kuan,計算物品的一種單位。如「紙炮買兩擐轉」。,鞭炮買兩串回來。,,名詞,,16數詞量詞
16-11,房,fongˋ,"房（親族）。
例如：李屋分做五大房，阿太這房排第二。",李家分成五大房，曾祖父這房是排第二的。,,數/量詞,,16數詞量詞
16-12,格,gaˊ,格（量詞）。,,,數/量詞,,16數詞量詞
16-13,莢,giabˊ,莢（量詞），多用於計算豆類果實。例「一莢地豆」。,一莢花生。,,數/量詞,,16數詞量詞
16-14,笐,gongˋ,"管（量詞）。
例如：對山崠透一笐水落來，討食討洗攏會用。",從山頂引一管水下來，要喝要洗滌用都可以。,,數/量詞,,16數詞量詞
16-15,缸,gongˇ,缸（量詞）。,,,數/量詞,,16數詞量詞
16-16,一付一對,rhidˊ fu^ rhidˊ doi^,"一件對一件配置成組。
例如：秤仔和秤砣係一付一對个，少一件即毋會用。",秤子跟秤砣是一件配一件的，少一樣都不行。,,名詞,,16數詞量詞
16-17,一臨,rhidˊ liam,（睡）一覺。例如「在樹頭下睡一臨」。,在樹下睡一覺。,,名詞,,16數詞量詞
16-18,一把,rhidˊ ba^,直接用手抓一束物品。如「一把禾稈」。,一把禾稈。,,名詞,,16數詞量詞
16-19,坎,kam^,間（店面）。例「一坎店」。,一間店面。,,數/量詞,,16數詞量詞
16-20,擐,kuan,"串（量詞）。
例如：成過个人賣魚，用篾皮桊到一擐一擐賣。",以前人賣魚，用竹篾串成一串一串賣。,,數/量詞,,16數詞量詞
16-21,矻,kidˋ,一團、一塊。例如「一矻泥圝」。,一塊泥團。,,數/量詞,,16數詞量詞
16-22,籃,lamˋ,籃（量詞）。,,,數/量詞,,16數詞量詞
16-23,零頭,lenˋ teuˋ,整數之後的零星數字。,,,名詞,,16數詞量詞
16-24,㼓,neem^,量詞，楊桃柑橘一瓣。,,,數/量詞,,16數詞量詞
16-25,扠,lia,"扠（兩指張開之寬）。
例如：一扠長大約二十公分。",一扠長約二十公分。,,數/量詞,,16數詞量詞
16-26,葩,paˇ,把、串或盞。例「一葩電火」、「一葩荔枝」。,"一盞燈。
一串荔枝。
",,數/量詞,,16數詞量詞
16-27,扇,sheen^,扇（量詞）。例如「一扇壁」。,一面牆。,,數/量詞,,16數詞量詞
16-28,成百個,shangˋ baˊ gai^ ,大約一百個。,,,名詞,,16數詞量詞
16-29,成斤,shangˋ gunˇ,一斤左右。,,,名詞,,16數詞量詞
16-30,少少仔,shioo^ shioo^ aˋ,"一點點。
例如：包禮少少仔，贏過失禮。",禮包得少，好過失禮。,,形容詞,,16數詞量詞
16-31,胎,toiˇ,胎（量詞）。,,,數/量詞,,16數詞量詞
16-32,股,gu^,"畦。
例如：佢種一股大菜，生到真靚。",他種一園芥菜，長得很漂亮。,,數/量詞,,16數詞量詞
16-33,一半個,rhidˊ ban^ gai^,"個把個。
例如：屋下童物一千擔，分佢一半個賞會仰子？",家裡玩具一大堆，給他一兩個玩會怎樣？,,名詞,,16數詞量詞
16-34,燭,zhuˊ,"燭（燈火亮度）。
例如：一百燭个電火吊兩支落去，即真光啊。",一百燭光的電燈掛兩支下去，就很亮了。,,數/量詞,,16數詞量詞
17-1,半攔站,ban^ lan cam,"只做了一半，尚未完成。
例如：今日事頭正做到半攔站定，韶日繼續拁佢做了。",今天的工作才只做了一半而已，明天繼續把它做完。,,動詞,,17職業與經濟
17-2,半做半尞,ban^ zoo^ ban^ leeu,"一半的時間工作，一半的時間休息，比喻工作很輕鬆。
例如：阿依這駁子半做半尞，這滿即等退休過後在屋下渡孫。",媽媽這陣子一半的時間工作、一半的時間休息，現在就等退休後在家裡顧孫子。,,動詞,,17職業與經濟
17-3,包得人做,bauˇ dedˊ nginˋ zoo^,"工作讓人包辦。
例如：事頭若講做毋會去，愛攔緊包得人做。",工作如果做不完，要快點發包給別人去做。,,動詞,,17職業與經濟
17-4,標會,piooˇ fui,"互助會的標會行為。
例如：這個月愛用着錢，𠊎愛去標會。",這個月需要用錢，我要去標會。,,動詞,,17職業與經濟
17-5,枋模,biongˇ muˋ/moˋ,"模板。
例如：頭家講：「這兜枋模載到工地，韶日起屋愛用着。」",老闆說：「這些模板載到工地，明天蓋房子會用到。」,,短語,,17職業與經濟
17-6,枋,biongˇ,"木板。
例如：這張書桌係用枋做个。",這張書桌是用木板做的。,,名詞,,17職業與經濟
17-7,磅米香,bong mi^ hiongˇ,"製作米香的過程。
例如：細漢時䀴着有人磅米香，大家就會擠尖過去䀴。",小時候看見有人在製作米香，大家就會擠過去看。,,形容詞,,17職業與經濟
17-8,本錢,bun^ cienˋ,"原有的資產或資本。
例如：世間敢有無本錢个生理？",世上豈有無本的生意？,,形容詞,,17職業與經濟
17-9,雜貨店,cabˋ foo^ deem^,"雜貨店。
例如：雜貨店毋若賣雜貨，嘛賣人情味。",雜貨店不僅販賣日用雜貨，也賣人情味。,,短語,,17職業與經濟
17-10,值班,chidˋ banˇ,"輪值當班。
例如：這個月輪着𠊎值班，會真無閒。",這個月輪到我值班，會很忙。,,動詞,,17職業與經濟
17-11,秤,chin^ ,"以前的秤重器具，外觀為一橫桿，有秤砣，以騰空秤物之重量，主要用於秤豬肉、雞隻等重量較小之物。
例如：𠊎屋下有一支阿公留落來个秤。",我家有一支爺爺留下來的秤。,,名詞,,17職業與經濟
17-12,坐橫桌,cooˇ bbangˋ zooˊ,"擔任公家機構或公司行號的主管職位。
例如：韶日𠊎討去阿明个公司，恭喜佢升官坐橫桌。",明天我要去阿明的公司，恭喜他升官當主管。,,動詞,,17職業與經濟
17-13,抽頭,chiuˇ teuˋ,"跟賭局中的贏家分紅。
例如：開賭場个頭家，會抽頭分紅。",開賭場的老闆，會向贏家分紅。,,名詞,,17職業與經濟
17-14,出張,chidˊ zhongˇ,"出差。
例如：後日，阿怙討去臺北出張。",後天，爸爸要到臺北出差。,,名詞,,17職業與經濟
17-15,倒塌,doo^ labˊ/tabˊ,"倒貼。
例如：成過个人做媒人，輒輒愛自家倒塌，哪有這滿做中人恁趁錢。",以前人當媒人，常常要自己倒貼，哪有現在做仲介那麼賺錢。,,動詞,,17職業與經濟
17-16,打單（買票）,da^ danˇ (miˇ pioo^),"購票。
例如：無打單，毋會用上車。",沒有購票，不可以上車。,,名詞,,17職業與經濟
17-17,打毋會過,da^ mˋ moi goo^,"收支不平衡。
例如：一百斤穀个價數若無千一銀，作田即打毋會過啊。",一百斤穀子的價錢若沒有一千一百元，耕種就不划算了。,,名詞,,17職業與經濟
17-18,匡打馬膠,kong^ diam^ maˇ gaˇ / kong^ da^ maˇ gaˇ ,"鋪柏油。
例如：這條石頭路孔孔翹翹，愛匡打馬膠正會好行。",這條石子路高低不平，要鋪柏油才會好走。,,動詞,,17職業與經濟
17-19,創田,cong^ teenˋ,"耕耘田地。一般指使用耕耘機做翻土、打碎、整平等工作。
例如：現時个作穡人大概用耕耘機創田，省工多啊。",現在的農夫大多使用耕耘機翻土整田，節省人力多了。,,動詞,,17職業與經濟
17-20,打油,da^ rhiuˋ,"榨油；買油。
例如：地豆、麻子、黃豆，做一下會用打油。",花生、芝麻、黃豆，全部可以榨油。,,動詞,,17職業與經濟
17-21,做散工,zoo^ san^ gungˇ,"做零散且非長期的工作。
例如：尋無固定个頭路，只好暫時做散工。",找不到固定的工作，只好暫時打零工。,,動詞,,17職業與經濟
17-22,單頭,danˇ teuˋ,"單據、票據；單方面；失偶的人，通常結婚時不會讓失偶的人擔任牽新娘的人。
例如：兩個人冤家，各有理由，所以單頭事毋會用全信。",兩個人吵架，各有理由，所以單方面的話不可以全信。,,動詞,,17職業與經濟
17-23,鬥股,deu^ gu^,"出資合夥。
例如：佢兩儕鬥股，討開一間便利商店。",他們兩個合夥，要開一間便利商店。,,動詞,,17職業與經濟
17-24,抵押品,de^ abˊ pin^,"抵押品。
例如：拁銀行借錢，大約會用屋做抵押品。",向銀行借錢，大部分會用房子做抵押。,,動詞,,17職業與經濟
17-25,店頭家,deem^ teuˋ gaˇ,"店老闆。
例如：店頭家係真有愛心个客人，大家攏真安哢佢。",店老闆是很有愛心的客家人，大家都很稱讚他。,,動詞,,17職業與經濟
17-26,倒店,doo^ deem^,"商家因經營不善或財務虧空而停業。
例如：景氣無好，真多店連連續續倒店。",景氣不好，很多店陸陸續續倒閉。,,名詞,,17職業與經濟
17-27,打酒,da^ ziu^,"買酒。
例如：成過人去店打酒，店頭家會用酒敋對大桶舀酒到細酒罐內底。",以前的人去商店買酒，店主會用酒杓從大桶舀酒到小酒壼裡。,,動詞,,17職業與經濟
17-28,當店,dong^ deem^,"當鋪。
例如：手空空無現金，高不將提手錶去當店當。",兩手空空沒有現金，不得已拿手錶到當鋪典當。,,名詞,,17職業與經濟
17-29,寄金簿,gi^ gimˇ pu,"存摺簿。
例如：提寄金簿和印子去郵便局領錢。",拿存摺與印章到郵局領錢。,,名詞,,17職業與經濟
17-30,兌換,doi^ bban,"兌換。
例如：疫情期間，為着促進消費，會用提一千箍去兌換三千箍振興券。",疫情期間，為了促進消費，可以拿一千元去兌換三千元振興券。,,動詞,,17職業與經濟
17-31,喝玲琅,hodˊ linˋ long,"拍賣、叫賣兜售。
例如：這批貨無好銷，用喝玲琅來賣䀴望！",這批貨不好銷售，用叫賣兜售的方式來賣看看！,,動詞,,17職業與經濟
17-32,販子屋,fan^ zu^ bbuˊ,"整批建售的成屋。
例如：販子屋較便宜，頭驚會漏水。",整批建售的成屋比較便宜，最怕會漏水。,,名詞,,17職業與經濟
17-33,貨底,foo^ de^ ,"餘貨。
例如：伸一兜仔貨底，便宜貴賤賣賣莫。",剩一些餘貨，不管價錢好壞通通賣掉。,,名詞,,17職業與經濟
17-34,伙頭軍,foo^ teuˋ gunˇ,"軍中的伙夫。
例如：成過做兵時務个伙頭軍係山東人，佢捼个饅頭真好食。",以前當兵時候的伙夫是山東人，他揉的饅頭很好吃。,,動詞,,17職業與經濟
17-35,作田作園,zooˊ teenˋ zooˊ bbienˋ,"努力從事耕田耕圃的工作，比喻辛勤耕耘。
例如：阿安伯作田作園，逐日做到兩頭烏。",阿安伯辛勤田園耕作，每日從早忙到晚。,,動詞,,17職業與經濟
17-36,交關主顧,gauˇ guanˇ zhi^ gu^,"經常往來的客戶。
例如：尾牙暗夜，店頭家會辦桌請交關主顧。",尾牙的晚上，老闆會辦酒席請經常往來的客戶。,,名詞,,17職業與經濟
17-37,雞滌,geˇ teeuˋ,"雞舍，雞棲息之所。
例如：阿依講：「天暗啊，攔緊拁雞攔轉雞滌。」",媽媽說：「天色昏暗了，趕緊把雞趕回雞舍。」,,名詞,,17職業與經濟
17-38,繳納,gioo^ nabˋ,"繳納。
例如：逐年个五月係納稅月，愛記得期限內繳納。",每年的五月是納稅月，要記得在期限內繳納。,,名詞,,17職業與經濟
17-39,割貨,godˊ foo^,"批購商品（批貨）。
例如：五金行个頭家講：「店內个貨銷真緊，後禮拜愛下南部割貨啊。」",五金行的老闆說：「店裡的貨賣得很快，下週要到南部批貨了。」,,動詞,,17職業與經濟
17-40,掘田角（改田角）,kudˋ teenˋ gooˊ(goi^ teenˋ gooˊ),"用鋤頭將牛犁或耕耘機犁不到的農田角落鋤鬆。
例如：阿怙用耕耘機犁田，𠊎用钁頭掘田角。",爸爸用耕耘機把泥土翻鬆，我用鋤頭將農田角落鋤鬆。,,名詞,,17職業與經濟
